prompt,summary
Juxing Primary School selects table tennis players to participate in the city-level primary school table tennis competition. It plans to select 2 players from 5 players. How many different ways are there in total?,"var1 = [find](number of players) #5, var2 = [find](number of players to be selected) #2, var3 = combination(var1, var2) # combination(5,2) = 10, [return](var3) # 10"
The students perform gymnastics. There are 10 people in each row. There are 15 rows. How many people are there in total?,"var1 = find (number of people per row) #10, var2 = [find](number of rows) #15, var3 = [multiply](var1, var2) # 10 * 15 = 150, [return](var3) # 150"
"There are 20 street lights on one side of the road, and there is a billboard between every two street lights. How many billboards are there in total?","var1 = [find](number of street lights) #20, var2 = [subtract](var1, 1) # 20 - 1 = 19 (number of billboards in between the street lights), [return](var2) # 19"
"A barrel of oil pours out 36 kilograms, which is exactly (3/4) of this barrel of oil. How many kilograms of this barrel of oil are there in total?","var1 = [find](poured out amount of oil) #36, var2 = [divide](var1, (3/4)) # 36 / (3/4) = 48, [return](var2) # 48"
"There are 305 bags of flour in the warehouse of the grain store, and the number of rice bags is 12 times the number of flour bags. How many bags of rice are there?","var1 = [find](number of bags of flour) #305, var2 = [multiply](var1, 12) # 305 * 12 = 3660, [return](var2) # 3660"
"Teacher Li publishes an article, and the manuscript fee is 500 yuan. For this reason, she has to pay personal income tax at a rate of 3%. How much tax should she pay.","var1 = [find](manuscript fee) #500, var2 = [multiply](var1, 0.03) # 500 * 0.03 = 15, [return](var2) # 15"
"For Xiaoxin’s birthday, she bought a square cake with a circumference of 48 cm. Insert a candle every 4 cm on the side of the cake. How many candles are needed in total?","var1 = [find](circumference of square cake in cm) #48, var2 = [divide](var1, 4) # 48 / 4 = 12, [return](var2) # 12"
"The TV factory produced 36,000 TVs this year, and last year's output was (1/4) this year's. How many TVs were produced last year?","var1 = [find](number of TVs produced this year) #36000, var2 = [multiply](var1, 1/4) # 36000 * 1/4 = 9000, [return](var2) # 9000"
"A fountain pen is 16 yuan, and the price of a brush is 3/4 of that of a fountain pen. How much is a brush?","var1 = [find](price of fountain pen) #16, var2 = [find](3/4 of price of fountain pen) #12, [return](var2) # 12"
"There are 36 red flowers, and the number of yellow flowers is 4 times that of red flowers. How many yellow flowers are there?","var1 = [find](number of red flowers) #36, var2 = [multiply](var1, 4) # 36 x 4 = 144, [return](var2) # 144"
"There are 25 telephone poles on one side of the road, and there is a billboard between every two poles. How many billboards are there in total?","var1 = [find](number of telephone poles) #25, var2 = [subtract](var1, 1) # 25 - 1 = 24, [return](var2) # 24"
Grandma Zhang's house shared 108 tons of water in the first six months. How many tons of water is used on average per month?,"var1 = [find](total water shared in 6 months) #108, var2 = [divide](var1, 6) # 108 / 6 = 18, [return](var2) # 18"
"Aunt Li remits 2,000 yuan to her home from the post office. The remittance fee is 1% of the remittance amount. How much should Aunt Li pay to the post office?","var1 = [find](amount of remittance) #2,000, var2 = [find](remittance fee percentage) #1%, var3 = percent(var1, var2) # 2,000 * 1% = 20, [return](var3) # 20"
Xiaojun’s family used 90 tons of water in the first six months of this year. How many tons does it use on average per month?,"var1 = [find](total water usage for 6 months) #90, var2 = [divide](var1, 6) # 90 / 6 = 15, [return](var2) # 15"
"There are 24 girls in the school chorus, which is 25% less than boys. How many boys are there in this chorus?","var1 = [find](number of girls in chorus) #24, var2 = [divide](var1, 0.75) # 24 / 0.75 = 32, [return](var2) # 32"
"Uncle Li harvested 134 kilograms of mangoes last year, and the weight he harvested this year is 12 times that of last year. How many kilograms of mangoes did Uncle Li collect this year?","var1 = [find](weight of mangoes harvested last year) #134, var2 = [multiply](var1, 12) # 134 * 12 = 1608, [return](var2) # 1608"
"A farm originally planned to afforest 12 hectares last year, but the actual afforestation was 16% more than planned. How much was actually reforested last year?","var1 = [find](planned afforestation) #12, var2 = [multiply](var1, 1.16) # 12 * 1.16 = 13.92, [return](var2) # 13.92"
"A car travels from A to B for 10 hours at a speed of 68 kilometers per hour. At this time, it is still 45 kilometers away from B. How many kilometers are there between A and B?","var1 = set(time traveled) #10, var2 = set(speed of car) #68, var3 = [multiply](var1, var2) # 10 * 68 = 680, var4 = set(distance left) #45, var5 = [add](var3, var4) # 680 + 45 = 725, [return](var5) # 725"
"A ""Deer King"" cashmere sweater was originally priced at 630 yuan, but now it is sold at 0.6 in the mall. How much does this cashmere sweater sell for now?","var1 = [find](original price of sweater) #630, var2 = find (discount) #0.6, var3 = [multiply](var1, var2) # 630 * 0.6 = 378, [return](var3) # 378"
"Xiao Ming's weight is 38 kg, and his father's weight is 1.9 times his weight. How many kilograms does father's weight =?","var1 = [find](Xiao Ming's weight) #38, var2 = [multiply](var1, 1.9) # 38 * 1.9 = 72.2, [return](var2) # 72.2"
The length of the head of an adult is about 1/8 of the height. Mr. Zhang's height is 176cm. What is the length of Mr. Zhang's head = how many cm?,"var1 = [find](height of Mr. Zhang) #176, var2 = [multiply](var1, 1/8) # 176 * 1/8 = 22, [return](var2) # 22"
The sixth grade students went to the garbage power station to visit and study. Each car can seat 58 people. It is known that there are 218 boys and 188 girls in the sixth grade. How many such buses are needed? (use comprehensive formula to answer),"var1 = [find](total number of sixth grade students) #218 + 188 = 406, var2 = [find](number of buses needed) #use the comprehensive formula: [divide](var1, (seating capacity per bus)) with rounding up to the nearest whole number # [divide](406, 58) = 7 with rounding up, [return](var2) #7"
"The price of a woolen sweater is 208 yuan, and the price of a coat is 4 times that of a woolen sweater. How much is a coat?","var1 = [find](price of woolen sweater) #208, var2 = [multiply](var1, 4) # 208 * 4 = 832, [return](var2) # 832"
"The store sold 256 kilograms of apples yesterday, and twice as many apples were sold today. How many kilograms of apples were sold today?","var1 = [find](kilograms of apples sold yesterday) #256, var2 = [multiply](var1, 2) # 256 x 2 = 512, [return](var2) # 512"
"To build a road, the full length (3/4) has been built, which is exactly 30 kilometers. How many kilometers is the total length of this road?","var1 = [find](length of built road) #30, var2 = [divide](var1, fraction(3,4)) # 30 / 0.75 = 40, [return](var2) # 40"
"The canteen shipped 8 tons of rice, and the flour was 1/4 of the rice. How many tons of flour was shipped?","var1 = [find](tons of rice shipped) #8, var2 = calculate(1/4) # 0.25, var3 = [multiply](var1, var2) # 8 * 0.25 = 2, [return](var3) # 2"
"In a test, Zhang Liangwei scored 80 points in mathematics, and Liu Renjie scored 1/8 more than Zhang Liangwei. How many points did Liu Renjie score?","var1 = [find](Zhang Liangwei's math score) #80, var2 = [multiply](var1, 1.125) # 80 * 1.125 = 90, [return](var2) # 90"
Lianjiao Primary School has a total of 280 students. The number of second grade students is 1/7 of the total number of students in the school. How many students are there in second grade?,"var1 = [find](total number of students) #280, var2 = [multiply](var1, (1/7)) # 280 * (1/7) = 40, [return](var2) #40"
(3/5) of a barrel of oil is 45 kilograms. How many kilograms does the barrel of oil weigh?,"var1 = [find]((3/5) fraction of the barrel) #45, var2 = [divide](var1, (3/5)) # 45 / (3/5) = 75, [return](var2) # 75"
"As of 2008, our city has obtained 75 Wenzhou famous brand products, the number of Zhejiang famous brand products is 7/15 of the number of Wenzhou famous brand products, and the number of Chinese famous brand products is 1/25 of the number of Wenzhou famous brand products. How many have obtained Zhejiang famous brand products?","var1 = [find](number of Wenzhou famous brand products) #75, var2 = [multiply](var1, 7/15) # 75 * 7/15 = 35, [return](var2) # 35"
A number is 0.7 smaller than 1.6 times of 4.5. Find this number =?,"var1 = [find](1.6 times of 4.5) #7.2, var2 = [find](0.7 smaller than var1) #6.5, [return](var2) # 6.5"
"There are 120 apple trees in the orchard, and the number of pear trees is 3/4 of the number of apple trees. How many pear trees are there in the orchard?","var1 = [find](number of apple trees) #120, var2 = [multiply](var1, 3/4) # 120 * 3/4 = 90, [return](var2) # 90"
"In the handicraft competition held by the school, Class 3, Grade 6 made a total of 32 works, among which the girls made 5/8 of the total. How many pieces did the girls make?","var1 = [find](total number of works) #32, var2 = [multiply](var1, 5/8) # 32 * 5/8 = 20, [return](var2) # 20"
"There are 80 ginkgo trees in the park, and the number of willow trees is 8 times that of ginkgo trees. How many willow trees are there?","var1 = [find](number of ginkgo trees) #80, var2 = [multiply](var1, 8) # 80 x 8 = 640, [return](var2) # 640"
A wire encloses a square with a side length of 4 cm. What is the length of the wire in cm?,"var1 = [find](side length of square) #4, var2 = [multiply](var1, 4) # 4 * 4 = 16, [return](var2) # 16"
"There are 236 apple trees in the orchard, and the number of pear trees is five times that of apple trees. How many pear trees are there?","var1 = [find](number of apple trees) #236, var2 = [multiply](var1, 5) # 236 * 5 = 1180, [return](var2) # 1180"
"The fruit store shipped 560 kilograms of apples, and the number of oranges shipped was 1.5 times that of apples. How many kilograms of oranges did the fruit store ship?","var1 = [find](kilograms of apples shipped) # 560, var2 = [multiply](var1, 1.5) # 560 * 1.5 = 840, [return](var2) # 840"
"Plant trees around a playground with a perimeter of 480 meters, and plant one tree every 5 meters. How many trees should be planted in total?","var1 = [find](perimeter of playground) #480, var2 = [divide](var1, 5) #480 / 5 = 96, [return](var2) #96"
"There are 60 willow trees in the park, and the number of pine trees is (2/3) that of willow trees. How many pine trees are there in the park?","var1 = [find](number of willow trees) #60, var2 = [multiply](var1, 2/3) # 60 * 2/3 = 40, [return](var2) #40"
Convert 0.176 to a percent.,"var1 = [find](decimal number) # 0.176, var2 = [multiply](var1, 100) # 0.176 * 100 = 17.6, [return](var2) # 17.6"
Tim has saved 2000 cents from selling lemonade. How many dollars does Tim have?,"var1 = [find](amount of cents saved by Tim) #2000, var2 = [divide](var1, 100) # 2000 / 100 = 20, [return](var2) # 20"
Sally bought 4 dozen eggs from the grocery store to bake some cakes. How many eggs did Sally buy?,"var1 = [find](number of dozens of eggs) #4, var2 = [multiply](var1, 12) # 4 x 12 = 48, [return](var2) # 48"
Sara saw 96 birds in a tree. How many dozen birds did Sara see?,"var1 = [find](number of birds) #96, var2 = [divide](var1, 12) # 96 / 12 = 8, [return](var2) # 8"
Cody is 14 years old. His grandmother is 6 times as old as he is. How old is Cody's grandmother?,"var1 = [find](Cody's age) #14, var2 = [multiply](var1, 6) # 14 * 6 = 84, [return](var2) # 84"
"Enrique puts 12% of his monthly paycheck in an IRA. If he invests 72 dollars in his IRA, how much was his paycheck?","var1 = percentage(invested in IRA) #12, var2 = [find](amount invested in IRA) #72, var3 = [divide](var2, var1) # 72 / 0.12 = 600, [return](var3) #600"
Sally has 6 blue balloons. Fred has 3 times more blue balloons than Sally. How many blue balloons does Fred have now?,"var1 = [find](number of blue balloons owned by Sally) #6, var2 = [multiply](var1, 3) # 6 * 3 = 18, [return](var2) # 18"
Mrs. Hilt saw 144 bees in the hive. The next day she saw 3 times that many. How many bees did she see on the second day?,"var1 = [find](number of bees on first day) #144, var2 = [multiply](var1, 3) # 144 * 3 = 432, [return](var2) # 432"
Sara goes fishing with Melanie. Sara catches 5 trout. Melanie catches 2 times as many trout as Sara. How many trout did Melanie catch?,"var1 = [find](number of trout caught by Sara) #5, var2 = [multiply](var1, 2) # 5 * 2 = 10, [return](var2) #10"
"Think of a number, 0.5 it, and the result is 9. Find the number.","var1 = [find](result of the operation) #9, var2 = [divide](var1, 0.5) # 9 / 0.5 = 18, [return](var2) # 18"
Alyssa has 36 books. Nancy has 7 times more books than Alyssa. How many books does Nancy have?,"var1 = [find](number of books Alyssa has) #36, var2 = [multiply](var1, 7) #36 x 7 = 252, [return](var2) #252"
Dan bought 9 dozen eggs from the grocery store to bake some cakes. How many eggs did Dan buy?,"var1 = [find](number of dozens of eggs bought) #9, var2 = [multiply](var1, 12) # 9 * 12 = 108, [return](var2) # 108"
"After eating at the restaurant, Sally, Sam, and Alyssa decided to divide the bill evenly. If each person paid 45 dollars, what was the total of the bill?","var1 = [find](number of people) #3, var2 = [multiply](var1, 45) #3 * 45 = 135, [return](var2) # 135"
Arthur baked 115 muffins. James baked 12 times as many. How many muffins did James bake?,"var1 = [find](number of muffins baked by Arthur) #115, var2 = [multiply](var1, 12) # 115 * 12 = 1380, [return](var2) # 1380"
"Mary, Sam, Keith, and Alyssa each have 6 baseball cards. How many baseball cards do they have in all?","var1 = [find](number of baseball cards each person has) #6, var2 = [multiply](var1, 4) # 6 * 4 = 24, [return](var2) # 24"
A number is 14 less than the sum of 30 and 29. What is the number?,"var1 = [find](sum of 30 and 29) #59, var2 = [find](number 14 less than var1) #45, [return](var2) # 45"
Benny bought 7 dozen eggs from the grocery store to bake some cakes. How many eggs did Benny buy?,"var1 = [find](number of dozens of eggs) #7, var2 = [multiply](var1, 12) # 7 * 12 = 84, [return](var2) # 84"
Melanie goes fishing with Tom. Melanie catches 8 trout. Tom catches 2 times as many trout as Melanie. How many trout did Tom catch?,"var1 = [find](number of trout caught by Melanie) #8, var2 = [multiply](var1, 2) # 8 x 2 = 16, [return](var2) # 16"
Tim has 13 dozen golf balls. How many golf balls does he have?,"var1 = [find](number of dozens of golf balls) #13, var2 = [multiply](var1, 12) # 13 * 12 = 156, [return](var2) # 156"
Nancy has saved 4900 cents from selling lemonade. How many dollars does Nancy have?,"var1 = [find](total cents saved by Nancy) # 4900, var2 = [divide](var1, 100) # 4900 / 100 = 49, [return](var2) # 49"
Sara has 9 dozen golf balls. How many golf balls does she have?,"var1 = [find](number of dozens of golf balls) #9, var2 = [multiply](var1, 12) # 9 * 12 = 108, [return](var2) # 108"
Dan has 5 blue marbles. Mary has 2 times more blue marbles than Dan. How many blue marbles does Mary have?,"var1 = [find](number of blue marbles Dan has) #5, var2 = [multiply](var1, 2) # 5 * 2 = 10, [return](var2) # 10"
Benny has 6 blue marbles. Keith has 5 times more blue marbles than Benny. How many blue marbles does Keith have?,"var1 = [find](number of Benny's blue marbles) #6, var2 = [multiply](var1, 5) # 6 * 5 = 30, [return](var2) # 30"
"Mike has 96 muffins, which he needs to box up into dozens. How many boxes does he need?","var1 = [find](number of muffins) #96, var2 = [divide](var1, 12) # 96 / 12 = 8, [return](var2) # 8"
Sara has saved 11 quarters from washing cars. How many cents does Sara have?,"var1 = [find](number of quarters saved by Sara) #11, var2 = [multiply](var1, 25) # 11 * 25 = 275, [return](var2) # 275"
Mrs. Hilt bought an ice cream cone for 99 cents. How much would 2 ice cream cones cost?,"var1 = [find](cost of 1 ice cream cone) #99 cents, var2 = [multiply](var1, 2) # 99 * 2 = 198 cents, [return](var2) # 198"
A restaurant sold 49 hamburgers last week. How many hamburgers on average were sold each day?,"var1 = [find](total number of hamburgers sold in a week) #49, var2 = [divide](var1, 7) # 49 / 7 = 7, [return](var2) # 7"
Sara has 192 golf balls. How many dozen golf balls does she have?,"var1 = [find](number of golf balls owned by Sara) #192, var2 = [divide](var1, 12) # 192 / 12 = 16, [return](var2) # 16"
Marcia spent 300 minutes working on her science project. How many hours did Marcia spend on her science project?,"var1 = [find](number of minutes spent on science project) #300, var2 = [divide](var1, 60) # 300 / 60 = 5, [return](var2) # 5"
"Jessica, Sandy, and Jason each have 8 pencils. How many pencils do they have in all?","var1 = [find](number of pencils per person) #8, var2 = [add](var1, var1, var1) # 8+8+8 = 24, [return](var2) # 24"
"At a pet store the ratio of cats to dogs sold was 2:1. If there were 16 cats that were sold, how many dogs were sold?","var1 = [find](cats sold) # 16, var2 = [divide](var1, 2) # 16 / 2 = 8, [return](var2) # 8"
The perimeter of a hexagonal display board is 42 cm. The board has to be bordered around with satin ribbon. Find the length of ribbon required to border each side.,"var1 = [find](perimeter) # 42, var2 = [divide](var1, 6) # 42 / 6 = 7, [return](var2) # 7"
"In one day a movie store rented out 15 comedies. If the ratio of comedies rented to action movies rented was 3:1, how many action movies were rented?","var1 = [find](comedies rented) # 15, var2 = [divide](var1, 3) # 15 / 3 = 5, [return](var2) # 5"
"Mike played six games of basketball with his friends. If Mike scored four points each game, how many points did he score total?","var1 = [find](points per game) # 4, var2 = [multiply](var1, 6) # 4 * 6 = 24, [return](var2) # 24"
Kate is 12 years old. His age is 4 times the age of Robbie. Find the age of Robbie.,"var1 = [find](Kate age) # 12, var2 = [divide](var1, 4) # 12 / 4 = 3, [return](var2) # 3"
"Donna and her friend found some money. They split the money evenly, each getting $32.50. How much money did they find?","var1 = [find](amount per person) # 32.50, var2 = [multiply](var1, 2) # 32.50 * 2 = 65, [return](var2) # 65"
"At summer camp the ratio of boys to girls was 10:1. If there were 30 boys, how many girls were there?","var1 = [find](boys at camp) # 30, var2 = [divide](var1, 10) # 30 / 10 = 3, [return](var2) # 3"
"Billy bought five boxes of books at a yard sale. If each box had seven books, how many books did he buy?","var1 = [find](books per box) # 7, var2 = [multiply](var1, 5) # 7 * 5 = 35, [return](var2) # 35"
The perimeter of an equilateral triangle is 54 cm. Find the length of each side of triangle.,"var1 = [find](perimeter) # 54, var2 = [divide](var1, 3) # 54 / 3 = 18, [return](var2) # 18"
"At the fair the 'Twirly Tea Cups' ride can hold nine people per teacup. If the ride has seven tea cups, how many total people can ride at a time?","var1 = [find](people per teacup) # 9, var2 = [multiply](var1, 7) # 9 * 7 = 63, [return](var2) # 63"
"Bob and his four friends decided to divide the pizza bill evenly. If each person paid $8, then what was the total price for the pizza?","var1 = [find](amount per person) # 8, var2 = [add](var1, var1, var1, var1, var1) # 8 + 8 + 8 + 8 + 8 = 40, [return](var2) # 40"
The zee Theme Park's fountain wall is in the shape of equilateral triangle. The total perimeter of the wall is 51 yards. Find the measure of each side of the wall.,"var1 = [find](perimeter) # 51, var2 = [divide](var1, 3) # 51 / 3 = 17, [return](var2) # 17"
"A mailman has to give twenty-eight pieces of junk mail to each block. If there are four houses on a block, how many pieces of junk mail should he give each house?","var1 = [find](junk mail per block) # 28, var2 = [divide](var1, 4) # 28 / 4 = 7, [return](var2) # 7"
There are 15 shapes. How many groups of 3 can you make with them?,"var1 = [find](number of shapes) # 15, var2 = [divide](var1, 3) # 15 / 3 = 5, [return](var2) # 5"
Zachary did 47 push-ups in gym class today. David did 15 more push-ups than Zachary. How many push-ups did David do?,"var1 = [find](Zachary push-ups) # 47, var2 = [add](var1, 15) # 47 + 15 = 62, [return](var2) # 62"
Cheryl counted 16 lemons. Lori bought 28 more lemons. How many lemons do the girls have altogether?,"var1 = [find](lemons counted by Cheryl) # 16, var2 = [add](var1, 28) # 16 + 28 = 44, [return](var2) # 44"
I see 115 cows grazing in the pasture. How many legs do I see?,"var1 = [find](cows in pasture) # 115, var2 = [multiply](var1, 4) # 115 * 4 = 460, [return](var2) # 460"
Martin works at the Hungry Hippo. He sells 48 hamburgers before 6 o'clock. He sells 28 more hamburgers than that after 6 o'clock. He works 24 hours each week. How many hamburgers does Martin sell after 6 o'clock?,"var1 = [find](hamburgers before 6) # 48, var2 = [add](var1, 28) # 48 + 28 = 76, [return](var2) # 76"
I see 105 puppies. How many ears do they have?,"var1 = [find](puppies) # 105, var2 = [multiply](var1, 2) # 105 * 2 = 210, [return](var2) # 210"
Kelly had 56 apples. How many more apples does Kelly need to pick to have 105 apples altogether?,"var1 = [find](Kelly had apples) # 56, var2 = [find](apples Kelly needs to pick) # 105 - 56 # 105 - 56 = 49, [return](var2) # 49"
Dora is having her tenth birthday party next Saurday. She invited 64 people. Her mom ordered 36 sandwiches. 16 people can not come to the party. How many people will be at Dora's party?,"var1 = [find](invited people) # 64, var2 = [subtract](var1, 16) # 64 - 16 = 48, [return](var2) # 48"
A quarter equals $0.25. How many quarters equal $2.25?,"var1 = [find](amount of money) # 2.25, var2 = [divide](var1, 0.25) # 2.25 / 0.25 = 9, [return](var2) # 9"
I see 23 boys. How many eyes do I see?,"var1 = [find](boys) # 23, var2 = [multiply](var1, 2) # 23 * 2 = 46, [return](var2) # 46"
Belle collected 97 animal stickers. Carolyn collected 18 fewer stickers than Belle. How many stickers did Carolyn collect?,"var1 = [find](Belle stickers) # 97, var2 = [subtract](var1, 18) # 97 - 18 = 79, [return](var2) # 79"
Mrs. Hilt measured her bookcase. It was 48 inches long. How many feet long was the bookcase?,"var1 = [find](bookcase length in inches) # 48, var2 = [divide](var1, 12) # 48 / 12 = 4, [return](var2) # 4"
35 people visited the Statue of Liberty in the morning. 56 more people visited in the afternoon than in the morning. How many people visited the Statue of Liberty in the afternoon?,"var1 = [find](morning visitors) # 35, var2 = [add](var1, 56) # 35 + 56 = 91, [return](var2) # 91"
Paul and Vinnie deliver newspapers. Paul made $14 in tips. Vinnie made $16 more than Paul. How much did Vinnie make?,"var1 = [find](Paul tips) # 14, var2 = [add](var1, 16) # 14 + 16 = 30, [return](var2) # 30"
This year on your 11th birthday your mother tells you that she is exactly 3 times as old as you are. How old is she?,"var1 = [find](age on 11th birthday) # 11, var2 = [multiply](var1, 3) # 11 * 3 = 33, [return](var2) # 33"
